Name,SMILES,pIC50,Reference
KDR kinase inhibitor 65,CN1CCN(CC1)Cc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCOc1ccc(c(c1)C)C,5.602059991,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 86,CN1CCN(CC1)Cc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCOc1ccc(cc1)CN1CCOCC1,5.591760035,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 63,CN1CCN(CC1)Cc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCOc1cccc(c1)Cl,5.586700236,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 45,CN1CCN(CC1)Cc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCNC(=O)Oc1ccccc1,5.560667306,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 66,CN1CCN(CC1)Cc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCOc1cccnc1,5.469800302,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 64,CN1CCN(CC1)Cc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCOc1ccc(cc1)Cl,5.444905551,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 67,CN1CCN(CC1)Cc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCCc1ccccc1,5.318758763,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 44,CN1CCN(CC1)Cc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCNS(=O)(=O)c1ccccc1,5.312471039,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 60,COCC#Cc1scc(c1)c1n[nH]c2c1Cc1c2ccc(c1)CN1CCN(CC1)C,5.284832642,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 75,O=CN1CCN(CC1)Cc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCOc1ccccc1,5.27083521,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 72,CN1CCN(CC1)CCc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCOc1ccccc1,5.231361899,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 69,CN1CCN(CC1)Cc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCNC(=O)c1ccccc1,5.127261173,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 46,CN1CCN(CC1)Cc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCNC(=O)Nc1ccccc1,5.101823517,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 87,COCCOCC#Cc1scc(c1)c1n[nH]c2c1Cc1c2ccc(c1)CN1CCN(CC1)C,5.036684489,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 58,OCCC#Cc1scc(c1)c1n[nH]c2c1Cc1c2ccc(c1)CN1CCN(CC1)C,5,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 70,c1ccc(cc1)OCC#Cc1scc(c1)c1n[nH]c2c1Cc1c2cccc1,5,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 76,O=C1CN(CCN1C)Cc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCOc1ccccc1,5,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 79,c1ccc(cc1)OCC#Cc1scc(c1)c1n[nH]c2c1Cc1c2ccc(c1)CN1CSCC1,5,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 80,COCCOc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCOc1ccccc1,5,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 81,O=C(N(C)C)COc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCOc1ccccc1,5,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 83,c1ccc(cc1)OCC#Cc1scc(c1)c1n[nH]c2c1Cc1c2ccc(c1)n1cccn1,5,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 84,c1ccc(cc1)OCC#Cc1scc(c1)c1n[nH]c2c1Cc1c2ccc(c1)n1nncc1,5,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 85,c1ccc(cc1)OCC#Cc1scc(c1)c1n[nH]c2c1Cc1c2ccc(c1)n1cncn1,5,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 48,CN1CCN(CC1)Cc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCOCC(=O)N,5,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor 88,COCCOCC#Cc1scc(c1)c1n[nH]c2c1Cc1c2cc(cc1)CN1CCN(CC1)C,5,"(Didziapetris & Lanevskij, 2016)"
h5-HT2A antagonist 6,c1ccc(cc1)CCN1CCC(CC1)c1c([nH]c2c1cccc2)c1ccccc1,7.096910013,"(Didziapetris & Lanevskij, 2016)"
h5-HT2A antagonist 9,C1CCC(CN1)c1c([nH]c2c1cccc2)c1ccccc1,5.30980392,"(Didziapetris & Lanevskij, 2016)"
h5-HT2A antagonist 22,FC1CCCNC1c1c([nH]c2c1ccc(c2)F)c1ccccc1,5.397940009,"(Didziapetris & Lanevskij, 2016)"
h5-HT2A antagonist 23,FC1CCNCC1c1c([nH]c2c1ccc(c2)Cl)c1ccccc1,5.853871964,"(Didziapetris & Lanevskij, 2016)"
h5-HT2A antagonist 24,FC1CCNCC1c1c([nH]c2c1cccc2F)c1ccccc1,5.522878745,"(Didziapetris & Lanevskij, 2016)"
h5-HT2A antagonist 25,FC1CCNCC1c1c([nH]c2c1cccc2Cl)c1ccccc1,5.677780705,"(Didziapetris & Lanevskij, 2016)"
h5-HT2A antagonist 33,COC(=O)c1[nH]c2c(c1C1CNCCC1F)ccc(c2)F,5.086186148,"(Didziapetris & Lanevskij, 2016)"
h5-HT2A antagonist 34,FC1CCNCC1c1c([nH]c2c1ccc(c2)F)C(=O)Nc1ccccc1,6.031517051,"(Didziapetris & Lanevskij, 2016)"
h5-HT2A antagonist 36,Fc1ccc(cc1)c1[nH]c2c(c1C1CCCNC1)ccc(c2)F,5.886056648,"(Didziapetris & Lanevskij, 2016)"
Fananserin,Fc1ccc(cc1)N1CCN(CC1)CCCN1c2cccc3c2c(S1(=O)=O)ccc3,6.698970004,"(Didziapetris & Lanevskij, 2016)"
MDL 100907,COc1cccc(c1OC)C(C1CCN(CC1)CCc1ccc(cc1)F)O,5.958607315,"(Didziapetris & Lanevskij, 2016)"
h5-HT2A antagonist 5,COc1ccc2c(c1)CCC1(O2)CCN(CC1)CCc1ccc(cc1F)F,7.698970004,"(Didziapetris & Lanevskij, 2016)"
h5-HT2A antagonist 15,O=S(=O)(c1ccccc1)C1CCN(CC1)CCCc1ccccc1,5.602059991,"(Didziapetris & Lanevskij, 2016)"
h5-HT2A antagonist 26,N#Cc1ccc(cc1)S(=O)(=O)C1CCN(CC1)CCc1ccc(cc1F)F,6.251811973,"(Didziapetris & Lanevskij, 2016)"
h5-HT2A antagonist 30,Clc1ccc(cc1)S(=O)(=O)C1CCN(CC1)CCc1ccc(cc1F)F,6.823908741,"(Didziapetris & Lanevskij, 2016)"
h5-HT2A antagonist 32,Fc1ccc(c(c1)F)CCN1CCC(CC1)S(=O)(=O)c1cccc(c1)C(=O)N,5.146301788,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 21,CNC(C1CCN(C1)c1c(F)cc2c(c1OC)n(cc(c2=O)C(=O)O)C1CC1)C,3.823908741,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 30,CC(C1CCN(C1)c1c(F)cc2c3c1OCC(n3cc(c2=O)C(=O)O)C)N,3.823908741,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 27,N#CCC(C1CCN(C1)c1ccc2c(c1OC)n(cc(c2=O)C(=O)O)C1CC1)N,3.823908741,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 20,N#CCC(C1CCN(C1)c1c(F)cc2c(c1OC)n(cc(c2=O)C(=O)O)C1CC1)N,3.823908741,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 37,N#CCCNCC1(CC)CN(C1)c1c(F)cc2c(c1C)n(cc(c2=O)C(=O)O)C1CC1,3.823908741,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 32,N#CCC(C1CCN(C1)c1c(F)cc2c3c1OCC(n3cc(c2=O)C(=O)O)C)N,3.823908741,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 33,CNC(C1CCN(C1)c1c(F)cc2c3c1OCC(n3cc(c2=O)C(=O)O)C)CC#N,3.823908741,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 35,N#CCCNCC1(C)CN(C1)c1c(F)cc2c(c1C)n(cc(c2=O)C(=O)O)C1CC1,3.823908741,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 31,N#CCCNC(C1CCN(C1)c1c(F)cc2c3c1OCC(n3cc(c2=O)C(=O)O)C)C,3.823908741,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 22,CNC(C1CCN(C1)c1c(F)cc2c(c1OC)n(cc(c2=O)C(=O)O)C1CC1)CC#N,3.823908741,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 16,NCC1CCN(C1)c1c(F)cc2c(c1OC)n(cc(c2=O)C(=O)O)C1CC1,4.619788758,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 17,N#CCCNCC1CCN(C1)c1c(F)cc2c(c1OC)n(cc(c2=O)C(=O)O)C1CC1,3.974694135,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 18,COc1c(N2CCC(C2)C(N)C)c(F)cc2c1n(cc(c2=O)C(=O)O)C1CC1,4.070581074,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 23,NCC1CCN(C1)c1ccc2c(c1OC)n(cc(c2=O)C(=O)O)C1CC1,4.193820026,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 25,COc1c(ccc2c1n(cc(c2=O)C(=O)O)C1CC1)N1CCC(C1)C(N)C,4.207608311,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 28,CC(C1CCN(C1)c1c(F)cc2c(c1C)n(cc(c2=O)C(=O)O)C1CC1)N,4.292429824,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 29,N#CCCNC(C1CCN(C1)c1c(F)cc2c(c1C)n(cc(c2=O)C(=O)O)C1CC1)C,4.142667504,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 34,NCC1(C)CN(C1)c1c(F)cc2c(c1C)n(cc(c2=O)C(=O)O)C1CC1,3.950781977,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 36,CCC1(CN)CN(C1)c1c(F)cc2c(c1C)n(cc(c2=O)C(=O)O)C1CC1,4.346787486,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 24,N#CCCNCC1CCN(C1)c1ccc2c(c1OC)n(cc(c2=O)C(=O)O)C1CC1,4,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 26,N#CCCNC(C1CCN(C1)c1ccc2c(c1OC)n(cc(c2=O)C(=O)O)C1CC1)C,4,"(Didziapetris & Lanevskij, 2016)"
Floroquinolone derivative 19,N#CCCNC(C1CCN(C1)c1c(F)cc2c(c1OC)n(cc(c2=O)C(=O)O)C1CC1)C,3.823908741,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist 4i,CC(CO/N=C/COc1ccc(cc1F)CN1CCC(CC1)NC(=O)c1cc(=O)c2c(o1)cc(cc2)F)C,6.346787486,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist 4g,Fc1ccc2c(c1)oc(cc2=O)C(=O)NC1CCN(CC1)Cc1ccc(c(c1)F)OCCCN(C1CC1)C1CC1,6.13076828,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist 4h,CO/N=C/COc1ccc(cc1F)CN1CCC(CC1)NC(=O)c1cc(=O)c2c(o1)cc(cc2)F,5.494850022,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist 16c,Fc1ccc2c(c1)oc(cc2=O)C(=O)NC1CCN(CC1)Cc1ccc(cc1)C(=O)NCCN1CCC(CC1)(F)F,5.200659451,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist 16e,COc1cc(ccc1CN1CCC(CC1)NC(=O)c1cc(=O)c2c(o1)cc(cc2)F)C(=O)NCCN1CCCC1,5.180456064,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist 4j,Fc1ccc2c(c1)oc(cc2=O)C(=O)NC1CCN(CC1)Cc1ccc(c(c1)F)OCCCN1C(=O)CSC1=O,5.070581074,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist 16d,Fc1ccc2c(c1)oc(cc2=O)C(=O)NC1CCN(CC1)Cc1ccc(cc1Cl)C(=O)NCCN1CCCC1,4.958607315,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist 16f,Fc1ccc2c(c1)oc(cc2=O)C(=O)NC1CCN(CC1)C1CCc2c1ccc(c2)C(=O)NCCN1CCCCC1,4.638272164,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist 4f,Fc1ccc2c(c1)oc(cc2=O)C(=O)NC1CCN(CC1)Cc1ccc(c(c1)F)OCCCN1CCOCC1,4.468521083,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist 4d,Fc1ccc2c(c1)oc(cc2=O)C(=O)NC1CCN(CC1)Cc1ccc(c(c1)F)OCCCN1CCCCC1,4.37675071,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist 4c,CN(CCCOc1ccc(cc1F)CN1CCC(CC1)NC(=O)c1cc(=O)c2c(o1)cc(cc2)F)C,4.187086643,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist 16a,Fc1ccc2c(c1)oc(cc2=O)C(=O)NC1CCN(CC1)Cc1ccc(c(c1)F)C(=O)NCCN1CCCC1,4.301029996,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist 8,O=C(Cc1ccc(cc1)F)NC1CCN(CC1)CCC(c1ccccc1)NC(=O)C1CCC1,6.698970004,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist 13,O=C(C1CCC1)NC(c1ccccc1)CCN1C2CCC1CC(C2)n1c(C)nnc1C(C)C,6.15490196,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist 15,O=C(C1CCCC1)NC(c1ccccc1)CCN1C2CCC1CC(C2)n1c(C)nnc1C,5.853871964,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist 16,O=C(NC(c1ccccc1)CCN1C2CCC1CC(C2)n1c(C)nnc1C)CCC(F)(F)F,5.744727495,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist 5,CC(=O)N(CCc1ccc(cc1)NS(=O)(=O)C)CCOc1ccc(cc1)NS(=O)(=O)C,7.677780705,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist 17,O=C(C1CCC(CC1)(F)F)NC(c1ccccc1)CCN1C2CCC1CC(C2)n1c(C)nnc1C,5.301029996,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist 1,O=C(C1CCC1)NC(c1ccccc1)CCN1C2CCC1CC(C2)n1c(C)nc2c1cccc2,7.124938737,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist 7,O=C(C1CCC1)NC(c1ccccc1)CCN1CCC(CC1)c1noc(n1)Cc1ccccc1,7,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist 6,O=C(C1CCC1)NC(c1ccccc1)CCN1CCC(CC1)n1cnc(n1)Cc1ccccc1,6.886056648,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (3a),Clc1ccc2c(c1)c(NC1CCN(CC1)Cc1ccc3c(c1)OCO3)cc(=O)[nH]2,6.950781977,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (3b),Clc1ccc2c(c1)c(NC1CCN(CC1)CC=Cc1ccccc1)cc(=O)n2C,7.522878745,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (3c),Clc1ccc2c(c1)c(NC1CCN(CC1)Cc1ccc3c(c1)cccc3)cc(=O)n2C,6.66756154,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (3d),COc1ccc2c(c1)c(NC1CCN(CC1)Cc1ccc3c(c1)OCO3)cc(=O)n2C,6.109020403,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (3f),Cn1c(=O)cc(c2c1ccc(c2)OC(F)(F)F)NC1CCN(CC1)Cc1ccc2c(c1)OCO2,5.744727495,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (3g),Clc1ccc2c(c1)c(NC1CCN(CC1)Cc1ccc3c(c1)OCO3)cc(=O)n2Cc1ccccc1,6.552841969,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (3h),Clc1ccc2c(c1)c(NC1CCN(CC1)Cc1ccc3c(c1)OCO3)cc(=O)n2Cc1ccncc1,6.449771647,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (3i),Clc1ccc2c(c1)c(NC1CCN(CC1)Cc1ccc3c(c1)cccc3)cc(=O)n2Cc1ccccn1,7.055517328,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (3j),Clc1ccc2c(c1)c(NC1CCN(CC1)Cc1ccc3c(c1)OCO3)cc(=O)n2Cc1ccccn1,6.259637311,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (3k),N#Cc1c(=O)[nH]c2c(c1NC1CCN(CC1)Cc1ccc3c(c1)OCO3)cc(cc2)Cl,6.37675071,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (3n),COC(=O)c1c(NC2CCN(CC2)Cc2ccc3c(c2)OCO3)c2cc(Cl)ccc2n(c1=O)C,5.841637508,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (4a),Clc1ccc2c(c1)c(NC1CCN(CC1)Cc1ccc3c(c1)cccc3)nc(=O)n2C,6.795880017,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (4b),Clc1ccc2c(c1)c(NC1CCN(CC1)Cc1ccc3c(c1)OCO3)nc(=O)n2C,6.443697499,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (4c),Clc1ccc2c(c1)c(NC1CCN(CC1)Cc1ccc3c(c1)cccn3)nc(=O)n2C,5.756961951,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (4d),Clc1ccc2c(c1)c(NC1CCN(CC1)Cc1ccc3c(c1)cccc3)nc(=O)n2CC(F)(F)F,6.823908741,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (4e),Clc1ccc2c(c1)c(NC1CCN(CC1)Cc1ccc3c(c1)OCO3)nc(=O)n2CC(F)(F)F,6.351639989,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (4f),CCCCCn1c(=O)nc(c2c1ccc(c2)Cl)NC1CCN(CC1)Cc1ccc2c(c1)OCO2,6.869666232,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (4g),Clc1ccc2c(c1)c(NC1CC3CCC(C1)N3Cc1ccc3c(c1)OCO3)nc(=O)n2C,6.26760624,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (4h),Clc1ccc2c(c1)c(NC1CC3CCC(C1)N3Cc1ccc3c(c1)OCO3)nc(=O)n2CC(F)(F)F,6.920818754,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 1,Clc1ccc(nc1)NC(=O)c1cc(ccc1NC(=O)c1ccc(cc1)C(=N)N(C)C)Sc1ccccc1,7.050609993,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 2,COC(=O)c1ccc(cc1)Sc1ccc(c(c1)C(=O)Nc1ccc(cn1)Cl)NC(=O)c1ccc(cc1)C(=N)N(C)C,7.102372909,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 3,Clc1ccc(nc1)NC(=O)c1cc(ccc1NC(=O)c1ccc(cc1)C(=N)N(C)C)Sc1ccc(cc1)C(=O)N(C)C,6.431798276,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 4,Clc1ccc(nc1)NC(=O)c1cc(ccc1NC(=O)c1ccc(cc1)C(=N)N(C)C)Sc1ccc(cc1)C(=O)O,5.337242168,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 5,COC(=O)c1ccc(cc1)Oc1ccc(c(c1)C(=O)Nc1ccc(cn1)Cl)NC(=O)c1ccc(cc1)C(=N)N(C)C,6.244125144,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 7,COC(=O)CCc1ccc(c(c1)C(=O)Nc1ccc(cn1)Cl)NC(=O)c1ccc(cc1)C(=N)N(C)C,6.102372909,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 9,CCOC(=O)COc1ccc(c(c1)C(=O)Nc1ccc(cn1)Cl)NC(=O)c1ccc(cc1)C(=N)N(C)C,6.013228266,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 11,CCOC(=O)C1CCCN(C1)C(=N)c1ccc(cc1)C(=O)Nc1ccc(cc1C(=O)Nc1ccc(cn1)Cl)Cl,7.795880017,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 13,CCOC(=O)C1CCN(CC1)C(=N)c1ccc(cc1)C(=O)Nc1ccc(cc1C(=O)Nc1ccc(cn1)Cl)Cl,7.769551079,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 15,CCOC(=O)C1CCN(CC1)C(=N)c1ccc(c(c1)F)C(=O)Nc1c(OC)cc(cc1C(=O)Nc1ccc(cn1)Cl)Cl,7.292429824,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 18,OC(=O)CN(C(=N)c1ccc(cc1)C(=O)Nc1ccc(cc1C(=O)Nc1ccc(cn1)Cl)Cl)C,5.853871964,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 19,OC(=O)CCCN(C(=N)c1ccc(cc1)C(=O)Nc1ccc(cc1C(=O)Nc1ccc(cn1)Cl)Cl)C,5.853871964,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 20,Clc1ccc(c(c1)C(=O)Nc1ccc(cn1)Cl)NC(=O)c1ccc(cc1N1CCCCC1)C(=N)N(C)C,6.853871964,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 22,OC(=O)C1CCCN(C1)c1cc(ccc1C(=O)Nc1ccc(cc1C(=O)Nc1ccc(cn1)Cl)Cl)C(=N)N(C)C,5.795880017,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 25,COc1ccc(c(c1)C(=O)Nc1ccc(cn1)Cl)NC(=O)c1ccc(cc1N1CCCCC1)C(=N)N(C)C,6.698970004,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 26,CCOC(=O)C1CCN(CC1)c1cc(ccc1C(=O)Nc1ccc(cc1C(=O)Nc1ccc(cn1)Cl)OC)C(=N)N(C)C,6.22184875,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 28,Clc1ccc2c(c1)sc(c2)S(=O)(=O)N1CCN(C(C1)CC(=O)N1CCOCC1)C(=O)c1ccc(cc1)C1=NCCN1C,6.22184875,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 31,CCOC(=O)C1CN(CC(=O)N1Cc1ccc(cc1)C(=N)N(C)C)S(=O)(=O)c1cc2c([nH]1)ccc(c2)Cl,7.148741651,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 33,N#Cc1cc2ccccc2cc1n1nc(cc1C(=O)Nc1ccc(cc1)C(=N)N1CCCC1)C,6.055517328,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 35,O=C(C(=C(c1cccc(c1)C(=N)N)C)F)Nc1ccc(cc1)c1ccccc1S(=O)(=O)N,6.27572413,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 37,CC(=N)N1CCC(CC1)Oc1ccc(cc1)N(S(=O)(=O)C)Cc1ccc2c(c1)cc(cc2)C(=N)N,5.408935393,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 39,Cc1nn(c(c1)C(=O)Nc1ccc(cc1F)c1ccccc1CN1CCCCC1)c1cc2ccccc2cc1F,6,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 6,Clc1ccc(nc1)NC(=O)c1cc(ccc1NC(=O)c1ccc(cc1)C(=N)N(C)C)Oc1ccc(cc1)C(=O)O,5,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 8,OC(=O)CCc1ccc(c(c1)C(=O)Nc1ccc(cn1)Cl)NC(=O)c1ccc(cc1)C(=N)N(C)C,5,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 10,OC(=O)COc1ccc(c(c1)C(=O)Nc1ccc(cn1)Cl)NC(=O)c1ccc(cc1)C(=N)N(C)C,5,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 12,OC(=O)C1CCCN(C1)C(=N)c1ccc(cc1)C(=O)Nc1ccc(cc1C(=O)Nc1ccc(cn1)Cl)Cl,5,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 14,OC(=O)C1CCN(CC1)C(=N)c1ccc(cc1)C(=O)Nc1ccc(cc1C(=O)Nc1ccc(cn1)Cl)Cl,5,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 16,COc1cc(Cl)cc(c1NC(=O)c1ccc(cc1F)C(=N)N1CCC(CC1)C(=O)O)C(=O)Nc1ccc(cn1)Cl,5,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 23,OC(=O)C1CCN(CC1)c1cc(ccc1C(=O)Nc1ccc(cc1C(=O)Nc1ccc(cn1)Cl)Cl)C(=N)N(C)C,5,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 27,COc1ccc(c(c1)C(=O)Nc1ccc(cn1)Cl)NC(=O)c1ccc(cc1N1CCC(CC1)C(=O)O)C(=N)N(C)C,5,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 29,Clc1ccc2c(c1)sc(c2)S(=O)(=O)N1CCN(C(C1)CC(=O)N1CCCC(C1)C(=O)O)C(=O)c1ccc(cc1)C1=NCCN1C,5,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 30,Clc1ccc2c(c1)sc(c2)S(=O)(=O)N1CCN(C(C1)CC(=O)N1CCC(CC1)C(=O)O)C(=O)c1ccc(cc1)C1=NCCN1C,5,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 32,OC(=O)C1CN(CC(=O)N1Cc1ccc(cc1)C(=N)N(C)C)S(=O)(=O)c1cc2c([nH]1)ccc(c2)Cl,5,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 34,Cc1nn(c(c1)C(=O)Nc1ccc(cc1)C(=N)N1CCCC1)c1cc2ccccc2cc1C(=O)O,5,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 36,OC(=O)CN(C(=O)C(=C(c1cccc(c1)C(=N)N)C)F)c1ccc(cc1)c1ccccc1S(=O)(=O)N,5,"(Didziapetris & Lanevskij, 2016)"
Factor Xa inhibitor 38,OC(=O)CS(=O)(=O)N(c1ccc(cc1)OC1CCN(CC1)C(=N)C)Cc1ccc2c(c1)cc(cc2)C(=N)N,5,"(Didziapetris & Lanevskij, 2016)"
